PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
36945,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7,7
36946,10,7,3,1,0,0.1,0,0.3,0.7,1,1,0.1,0.1,0,0,0,10,0,0,0,0,10,0,56,4
36947,4,2,2,2,0,0.5,0,0.5,0.5,2,0,0.5,0,1,1,0,0,3,0,0,4,0,0,31,3
36948,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,7,7
36949,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,24,24
36950,10,3,7,0,0,0,0,0.7,0.3,0,0,0,0,1,0,0,0,3,0,0,3,7,7,74,12
36951,10,7,3,2,0,0.2,0,0.3,0.7,3,1,0.3,0.1,0,0,0,0,0,0,0,10,0,10,63,4
36952,3,0,3,0,0,0,0,1,0,3,0,1,0,3,0,0,0,0,2,1,2,1,0,12,7
36953,3,0,3,2,0,0.667,0,1,0,3,0,1,0,0,1,0,2,0,0,0,1,2,0,7,3
36954,3,0,3,3,0,1,0,1,0,3,0,1,0,3,0,0,2,0,0,0,0,3,1,4,1
36955,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12,12
36956,2,0,2,1,0,0.5,0,1,0,2,0,1,0,2,1,0,0,0,0,0,2,0,1,9,6
36957,18,12,6,7,5,0.389,0.278,0.333,0.667,9,7,0.5,0.389,2,2,1,3,0,0,8,6,12,4,94,1
36958,11,7,4,4,2,0.364,0.182,0.364,0.636,5,2,0.455,0.182,3,1,0,6,1,0,1,2,9,2,41,2
36959,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,48,48
36960,2,0,2,1,0,0.5,0,1,0,2,0,1,0,1,2,0,0,0,0,0,2,0,0,8,3
36961,3,0,3,0,0,0,0,1,0,2,0,0.667,0,1,1,0,1,0,0,0,1,2,1,33,6
36962,4,1,3,2,0,0.5,0,0.75,0.25,2,0,0.5,0,1,1,0,0,3,0,0,4,0,0,31,3
36963,2,0,2,1,0,0.5,0,1,0,2,0,1,0,0,1,0,1,0,0,0,1,1,0,9,5
36964,6,5,1,0,1,0,0.167,0.167,0.833,1,3,0.167,0.5,0,0,0,0,1,0,0,5,1,5,117,9
36965,4,3,1,0,1,0,0.25,0.25,0.75,0,1,0,0.25,0,2,0,2,0,0,0,2,2,0,51,20
36966,3,2,1,0,1,0,0.333,0.333,0.667,1,1,0.333,0.333,0,2,0,1,0,0,0,2,1,0,59,8
36967,2,0,2,0,0,0,0,1,0,1,0,0.5,0,0,0,0,0,0,0,0,2,0,2,58,6
36968,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,4,4
36969,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,95,95
36970,11,5,6,2,1,0.182,0.091,0.545,0.455,4,2,0.364,0.182,0,1,0,0,9,0,0,11,0,1,60,3
36971,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96,96
36972,2,1,1,1,0,0.5,0,0.5,0.5,2,1,1,0.5,1,0,0,0,2,0,0,2,0,0,12,6
36973,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,32,32
36974,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,28,28
36975,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,1,1,1,40,22
36976,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3,3
36977,9,3,6,0,0,0,0,0.667,0.333,2,0,0.222,0,0,1,1,3,0,0,4,1,8,0,146,9
36978,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,8,8
36979,12,9,3,1,1,0.083,0.083,0.25,0.75,2,2,0.167,0.167,0,0,0,0,0,0,0,10,2,12,63,2
36980,14,11,3,0,2,0,0.143,0.214,0.786,2,2,0.143,0.143,2,2,3,5,0,1,0,4,10,3,130,9
36981,3,2,1,0,1,0,0.333,0.333,0.667,2,2,0.667,0.667,2,0,0,0,0,0,0,3,0,3,27,8
36982,8,1,7,0,0,0,0,0.875,0.125,0,0,0,0,0,1,0,0,0,0,0,1,7,7,140,22
36983,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,6
36984,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28,28
36985,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,29,15
36986,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5,5
36987,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,2,63,63
36988,3,1,2,1,0,0.333,0,0.667,0.333,1,0,0.333,0,0,1,0,1,1,0,0,2,1,0,52,4
36989,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36,36
36990,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,15,15
36991,4,0,4,4,0,1,0,1,0,4,0,1,0,1,0,0,0,3,0,0,4,0,1,5,3
36992,2,2,0,0,1,0,0.5,0,1,0,2,0,1,0,1,0,0,1,0,0,2,0,0,17,15
36993,11,5,6,0,1,0,0.091,0.545,0.455,2,2,0.182,0.182,0,0,0,10,0,0,0,0,11,1,78,6
36994,15,12,3,3,2,0.2,0.133,0.2,0.8,3,3,0.2,0.2,3,0,0,1,12,0,0,14,1,2,95,2
36995,5,0,5,2,0,0.4,0,1,0,5,0,1,0,0,0,0,4,0,0,1,0,5,0,11,3
36996,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,63,63
36997,33,24,9,5,4,0.152,0.121,0.273,0.727,9,8,0.273,0.242,9,0,0,0,33,0,0,33,0,0,57,1
36998,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,20,17
36999,14,10,4,2,2,0.143,0.143,0.286,0.714,3,2,0.214,0.143,2,1,0,0,11,0,0,12,2,2,82,1
37000,2,1,1,1,0,0.5,0,0.5,0.5,1,0,0.5,0,0,1,0,1,0,0,0,1,1,0,172,5
37001,3,1,2,2,0,0.667,0,0.667,0.333,2,0,0.667,0,1,2,0,0,0,0,0,3,0,1,77,3
37002,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,82,54
37003,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,2,0,89,28
37004,2,0,2,0,0,0,0,1,0,1,0,0.5,0,0,0,0,0,0,0,0,1,1,2,23,10
37005,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,18,18
37006,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,5,5
37007,4,0,4,1,0,0.25,0,1,0,2,0,0.5,0,1,1,0,1,0,0,0,2,2,2,53,4
37008,6,1,5,3,0,0.5,0,0.833,0.167,4,1,0.667,0.167,1,1,0,4,0,0,1,1,5,0,38,2
37009,4,3,1,1,0,0.25,0,0.25,0.75,1,0,0.25,0,1,1,0,0,3,0,0,4,0,0,112,3
37010,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,43,30
37011,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,6
37012,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15,15
37013,18,15,3,3,3,0.167,0.167,0.167,0.833,4,3,0.222,0.167,3,0,0,0,18,0,0,18,0,0,86,0
37014,7,0,7,4,0,0.571,0,1,0,6,0,0.857,0,1,0,0,4,0,0,0,0,7,3,14,3
37015,4,1,3,0,0,0,0,0.75,0.25,2,0,0.5,0,0,2,0,0,0,1,1,3,1,0,68,7
37016,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,135,53
37017,2,1,1,1,0,0.5,0,0.5,0.5,1,0,0.5,0,0,0,0,1,1,0,0,1,1,0,28,6
37018,3,0,3,2,0,0.667,0,1,0,3,0,1,0,1,0,0,0,0,1,0,1,2,2,8,6
37019,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,4,4
37020,10,3,7,2,0,0.2,0,0.7,0.3,4,0,0.4,0,2,2,0,5,0,0,0,3,7,3,118,3
37021,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,176,176
37022,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,64,39
37023,12,8,4,2,0,0.167,0,0.333,0.667,3,0,0.25,0,0,3,0,7,0,0,2,3,9,0,62,4
37024,23,22,1,0,0,0,0,0.043,0.957,1,3,0.043,0.13,0,0,0,0,16,0,0,23,0,7,73,11
37025,16,8,8,7,4,0.438,0.25,0.5,0.5,8,6,0.5,0.375,2,1,1,13,0,0,1,1,15,0,26,1
37026,19,12,7,5,0,0.263,0,0.368,0.632,5,0,0.263,0,2,3,0,5,0,1,5,8,11,5,225,5
37027,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,3,3
37028,6,4,2,1,0,0.167,0,0.333,0.667,1,0,0.167,0,1,1,0,0,4,0,1,5,1,0,92,4
37029,7,2,5,1,1,0.143,0.143,0.714,0.286,2,1,0.286,0.143,3,0,0,0,0,0,1,5,2,6,48,6
37030,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3,3
37031,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,9,9
37032,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,2,116,62
37033,2,1,1,0,0,0,0,0.5,0.5,1,1,0.5,0.5,0,1,0,1,0,0,0,1,1,0,13,7
37034,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,18,18
37035,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,2,2
37036,17,12,5,3,3,0.176,0.176,0.294,0.706,6,3,0.353,0.176,1,0,1,2,1,0,3,11,6,10,66,3
37037,3,2,1,0,0,0,0,0.333,0.667,0,0,0,0,0,0,0,0,0,0,3,0,3,0,170,45
37038,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,121,121
37039,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40,40
37040,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,113,113
37041,21,16,5,0,4,0,0.19,0.238,0.762,3,6,0.143,0.286,0,4,1,6,6,0,0,10,11,4,117,9
37042,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,7,7
37043,3,2,1,0,1,0,0.333,0.333,0.667,1,1,0.333,0.333,0,0,0,3,0,0,0,0,3,0,29,6
37044,4,3,1,0,0,0,0,0.25,0.75,0,0,0,0,0,1,0,0,0,0,0,4,0,3,49,15
37045,4,3,1,1,0,0.25,0,0.25,0.75,1,0,0.25,0,1,3,0,0,0,0,0,4,0,1,98,1
37046,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,5,0,0,32,30
37047,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,12,12
37048,3,1,2,0,0,0,0,0.667,0.333,0,0,0,0,0,0,0,0,0,0,0,3,0,3,37,17
37049,3,2,1,0,1,0,0.333,0.333,0.667,1,2,0.333,0.667,0,2,0,1,0,0,0,2,1,0,23,7
37050,28,18,10,2,0,0.071,0,0.357,0.643,4,1,0.143,0.036,4,0,0,1,7,0,0,27,1,20,130,1
37051,4,1,3,2,0,0.5,0,0.75,0.25,3,0,0.75,0,1,1,0,1,0,0,0,3,1,2,44,2
37052,11,7,4,3,3,0.273,0.273,0.364,0.636,3,6,0.273,0.545,2,2,0,0,9,0,0,11,0,0,85,5
37053,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3,3
37054,7,5,2,1,0,0.143,0,0.286,0.714,2,1,0.286,0.143,2,0,0,0,6,0,0,7,0,1,115,6
37055,16,14,2,1,0,0.062,0,0.125,0.875,1,0,0.062,0,0,0,0,1,14,0,0,15,1,1,57,4
37056,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,32,32
37057,2,0,2,1,0,0.5,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,2,1,9,2
37058,5,1,4,2,0,0.4,0,0.8,0.2,3,1,0.6,0.2,1,0,0,1,0,0,0,2,3,4,23,2
37059,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,38,30
37060,5,1,4,1,0,0.2,0,0.8,0.2,3,1,0.6,0.2,0,0,0,4,0,0,0,1,4,1,29,4
37061,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,8,8
37062,2,0,2,0,0,0,0,1,0,1,0,0.5,0,0,1,0,1,0,0,0,1,1,0,21,12
37063,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5,5
37064,4,4,0,0,1,0,0.25,0,1,0,2,0,0.5,0,1,1,0,0,0,2,1,3,0,114,16
37065,4,0,4,0,0,0,0,1,0,1,0,0.25,0,0,1,3,0,0,0,0,1,3,0,71,11
37066,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,40
37067,4,3,1,1,1,0.25,0.25,0.25,0.75,1,1,0.25,0.25,1,0,0,0,1,0,0,4,0,3,76,2
37068,2,0,2,2,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,2,1,4,4
37069,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3,3
37070,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0,0,2,0,2,17,4
37071,51,32,19,7,6,0.137,0.118,0.373,0.627,13,8,0.255,0.157,4,5,4,13,26,0,2,31,20,1,112,2
37072,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,8,8
37073,3,2,1,1,1,0.333,0.333,0.333,0.667,3,2,1,0.667,1,0,0,3,0,0,0,0,3,0,11,1
37074,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,70,70
37075,6,3,3,2,0,0.333,0,0.5,0.5,2,0,0.333,0,2,0,0,1,1,0,0,3,3,4,59,3
37076,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,11,11
37077,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,31
37078,98,80,18,0,2,0,0.02,0.184,0.816,2,4,0.02,0.041,0,2,0,1,93,1,0,96,2,1,67,8
37079,4,1,3,3,0,0.75,0,0.75,0.25,3,1,0.75,0.25,1,0,0,3,0,0,0,0,4,1,13,4
37080,7,5,2,1,3,0.143,0.429,0.286,0.714,2,3,0.286,0.429,1,3,0,4,0,0,0,3,4,0,62,2
37081,7,1,6,5,0,0.714,0,0.857,0.143,5,0,0.714,0,4,0,1,5,0,0,0,0,7,1,97,1
37082,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,17,17
37083,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,3,3
37084,2,0,2,1,0,0.5,0,1,0,1,0,0.5,0,1,0,0,1,0,0,0,0,2,1,15,1
37085,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,54,54
37086,9,0,9,4,0,0.444,0,1,0,6,0,0.667,0,1,1,0,7,0,0,0,1,8,1,25,3
37087,6,3,3,1,0,0.167,0,0.5,0.5,2,0,0.333,0,0,6,0,0,0,0,0,6,0,0,93,5
37088,9,2,7,2,2,0.222,0.222,0.778,0.222,8,2,0.889,0.222,1,1,0,6,0,0,0,1,8,2,20,4
37089,6,1,5,2,1,0.333,0.167,0.833,0.167,5,1,0.833,0.167,1,1,0,5,0,0,0,1,5,0,17,3
37090,2,2,0,0,1,0,0.5,0,1,0,1,0,0.5,0,0,0,0,2,0,0,2,0,0,25,14
37091,2,1,1,0,0,0,0,0.5,0.5,0,1,0,0.5,0,1,0,1,0,0,0,1,1,0,19,17
37092,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,80,53
37093,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,9,0,0,47,18
37094,8,5,3,4,2,0.5,0.25,0.375,0.625,5,4,0.625,0.5,3,0,0,0,7,0,0,7,1,1,26,2
37095,30,27,3,0,1,0,0.033,0.1,0.9,2,1,0.067,0.033,1,1,0,0,15,0,0,30,0,14,126,8
37096,12,4,8,7,4,0.583,0.333,0.667,0.333,12,4,1,0.333,3,2,0,3,0,0,2,2,10,5,7,2
37097,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,56,56
37098,23,9,14,7,4,0.304,0.174,0.609,0.391,12,5,0.522,0.217,1,1,6,1,1,0,12,3,20,2,108,2
37099,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,1,0,0,0,1,1,0,39,15
37100,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,48,21
37101,3,1,2,1,0,0.333,0,0.667,0.333,1,0,0.333,0,0,0,0,2,0,0,1,0,3,0,20,3
37102,4,1,3,0,0,0,0,0.75,0.25,3,1,0.75,0.25,0,0,0,4,0,0,0,0,4,0,20,6
37103,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,19
37104,3,1,2,1,0,0.333,0,0.667,0.333,1,0,0.333,0,1,1,0,0,0,0,1,1,2,1,54,3
37105,2,1,1,1,0,0.5,0,0.5,0.5,1,0,0.5,0,0,0,0,0,0,0,0,2,0,2,50,4
37106,5,0,5,0,0,0,0,1,0,3,0,0.6,0,0,0,0,0,1,0,1,1,4,3,28,6
37107,2,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,2,0,9,7
37108,11,8,3,1,0,0.091,0,0.273,0.727,2,1,0.182,0.091,3,2,0,0,2,3,4,7,4,0,259,1
37109,4,2,2,0,1,0,0.25,0.5,0.5,3,1,0.75,0.25,0,0,0,4,0,0,0,0,4,0,25,9
37110,7,5,2,1,0,0.143,0,0.286,0.714,2,1,0.286,0.143,0,0,0,0,7,0,0,7,0,0,38,5
37111,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,12
37112,4,1,3,0,0,0,0,0.75,0.25,1,0,0.25,0,1,2,0,0,0,0,1,3,1,1,54,10
37113,11,4,7,2,1,0.182,0.091,0.636,0.364,3,1,0.273,0.091,1,1,0,1,9,0,0,10,1,0,73,5
37114,9,8,1,3,2,0.333,0.222,0.111,0.889,3,2,0.333,0.222,0,0,1,0,6,0,0,6,3,2,79,3
37115,9,2,7,4,2,0.444,0.222,0.778,0.222,7,2,0.778,0.222,1,1,0,6,0,0,1,1,8,1,21,2
37116,3,1,2,1,1,0.333,0.333,0.667,0.333,1,1,0.333,0.333,1,0,0,0,0,0,0,2,1,3,47,2
37117,3,2,1,0,0,0,0,0.333,0.667,0,0,0,0,0,0,0,0,0,0,0,0,3,3,46,18
37118,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,8,8
37119,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,48,29
37120,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19,19
37121,18,11,7,0,0,0,0,0.389,0.611,6,4,0.333,0.222,0,0,0,0,0,0,0,10,8,18,55,8
37122,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37,37
37123,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,51,51
37124,38,31,7,4,1,0.105,0.026,0.184,0.816,5,4,0.132,0.105,4,1,1,4,28,0,2,30,8,2,75,2
37125,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,17,17
37126,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,12
37127,9,3,6,1,0,0.111,0,0.667,0.333,5,0,0.556,0,1,1,0,4,0,0,2,1,8,2,172,3
37128,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,7,7
37129,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,10,10
37130,2,0,2,1,0,0.5,0,1,0,1,0,0.5,0,0,0,0,2,0,0,0,0,2,0,16,6
37131,4,1,3,3,1,0.75,0.25,0.75,0.25,4,1,1,0.25,1,1,0,3,0,0,0,1,3,0,10,4
37132,4,2,2,2,1,0.5,0.25,0.5,0.5,2,1,0.5,0.25,2,2,0,2,0,0,0,2,2,0,160,2
37133,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,1,0,0,2,0,0,0,0,2,0,36,19
37134,4,1,3,0,0,0,0,0.75,0.25,1,0,0.25,0,0,0,0,3,1,0,0,1,3,0,62,11
37135,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,86,86
37136,2,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,2,1,9,9
37137,3,1,2,0,0,0,0,0.667,0.333,2,1,0.667,0.333,0,2,0,1,0,0,0,2,1,0,37,9
37138,5,0,5,4,0,0.8,0,1,0,5,0,1,0,2,0,0,2,0,0,0,0,5,3,12,2
37139,3,0,3,2,0,0.667,0,1,0,2,0,0.667,0,1,1,0,2,0,0,0,1,2,0,18,3
37140,2,0,2,2,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,2,1,4,4
37141,3,0,3,2,0,0.667,0,1,0,3,0,1,0,1,0,2,1,0,0,0,0,3,0,10,4
37142,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,33,33
37143,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,1,0,0,0,1,1,0,64,38
37144,12,9,3,2,2,0.167,0.167,0.25,0.75,4,4,0.333,0.333,2,0,0,8,3,0,1,3,9,0,57,3
37145,4,4,0,0,2,0,0.5,0,1,0,2,0,0.5,0,1,0,2,0,0,0,1,3,1,50,17
37146,2,1,1,0,1,0,0.5,0.5,0.5,2,1,1,0.5,0,0,0,1,0,0,0,0,2,1,9,8
37147,2,0,2,0,0,0,0,1,0,1,0,0.5,0,0,0,0,1,0,0,0,1,1,1,27,12
37148,7,6,1,0,1,0,0.143,0.143,0.857,0,2,0,0.286,0,1,0,0,4,0,0,6,1,2,59,22
37149,3,1,2,0,0,0,0,0.667,0.333,0,1,0,0.333,0,0,0,0,0,0,0,3,0,3,51,27
37150,4,0,4,4,0,1,0,1,0,4,0,1,0,1,0,0,1,0,0,1,0,4,2,6,2
37151,13,8,5,5,5,0.385,0.385,0.385,0.615,12,8,0.923,0.615,1,0,0,7,0,0,0,1,12,6,20,2
37152,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,43,43
37153,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2
37154,4,0,4,2,0,0.5,0,1,0,3,0,0.75,0,2,1,0,1,0,0,0,1,3,2,34,3
37155,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,8,8
37156,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,2,125,13
37157,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,29,29
37158,3,0,3,2,0,0.667,0,1,0,2,0,0.667,0,0,0,0,2,0,0,0,0,3,1,41,4
37159,45,28,17,4,4,0.089,0.089,0.378,0.622,12,8,0.267,0.178,9,1,0,0,18,0,0,35,10,26,64,2
37160,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,13,13
37161,2,0,2,1,0,0.5,0,1,0,2,0,1,0,0,1,0,1,0,0,0,1,1,0,8,5
37162,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,8,8
37163,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1,0.5,0,0,0,2,0,0,0,0,2,0,11,4
37164,13,1,12,6,0,0.462,0,0.923,0.077,11,0,0.846,0,3,0,0,7,1,0,0,4,9,5,19,3
37165,6,6,0,2,3,0.333,0.5,0,1,2,4,0.333,0.667,0,0,0,0,0,0,2,4,2,4,18,4
37166,6,4,2,0,1,0,0.167,0.333,0.667,1,1,0.167,0.167,1,0,0,3,0,0,0,0,6,3,51,9
37167,22,19,3,1,1,0.045,0.045,0.136,0.864,1,2,0.045,0.091,1,1,0,0,21,0,0,22,0,0,86,3
37168,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1,0.5,0,0,0,2,0,0,0,0,2,0,10,4
37169,9,5,4,0,0,0,0,0.444,0.556,1,0,0.111,0,3,0,0,0,0,0,0,9,0,9,68,11
37170,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28,28
37171,13,11,2,0,4,0,0.308,0.154,0.846,5,4,0.385,0.308,0,3,0,2,4,0,0,7,6,4,115,8
37172,33,18,15,6,1,0.182,0.03,0.455,0.545,10,5,0.303,0.152,2,4,4,14,5,0,2,11,22,4,121,3
37173,9,7,2,0,0,0,0,0.222,0.778,0,1,0,0.111,1,2,0,1,4,0,1,7,2,1,108,13
37174,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,1,1,0,0,0,1,0,2,0,0,76,13
37175,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,48,32
37176,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50,50
37177,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,41,41
37178,2,0,2,1,0,0.5,0,1,0,1,0,0.5,0,0,2,0,0,0,0,0,2,0,0,20,4
37179,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,3,3
37180,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,11,11
37181,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,10,10
37182,7,5,2,1,0,0.143,0,0.286,0.714,2,0,0.286,0,1,2,0,0,5,0,0,7,0,0,55,4
